episode,total_reward,episode_length,avg_loss,avg_q_value,epsilon,timestamp,total_steps,training_time_seconds,eval_reward,buffer_reward_min,buffer_reward_max,buffer_reward_mean,buffer_reward_std
2654,125.0,259,0.0065976821933873,213.87833169790414,0.01,2026-01-23T00:19:41.640282,1063062,0.7537102699279785,,0.0,3.25,0.00927,0.13620414
2655,550.0,452,0.005065081670181826,147.61728510591718,0.01,2026-01-23T00:19:43.026489,1063514,1.3684005737304688,,0.0,3.25,0.00937,0.13700256
2656,50.0,394,0.005481449625222012,232.34669768504608,0.01,2026-01-23T00:19:44.193627,1063908,1.1483559608459473,,0.0,3.25,0.009285,0.13621686
2657,50.0,394,0.005425835639471188,231.77225322723388,0.01,2026-01-23T00:19:45.357272,1064302,1.1454908847808838,,0.0,3.25,0.009205,0.13543086
2658,0.0,318,0.012415312936839958,279.9091132379347,0.01,2026-01-23T00:19:46.285850,1064620,0.9104330539703369,,0.0,3.25,0.009095,0.1346144
2659,50.0,445,0.004774342377103218,193.8146829393175,0.01,2026-01-23T00:19:47.616071,1065065,1.3126428127288818,,0.0,3.25,0.009095,0.1346144
2660,575.0,422,0.003072974352454323,139.47498945962815,0.01,2026-01-23T00:19:48.839453,1065487,1.2050466537475586,,0.0,3.25,0.00913,0.1346445
2661,450.0,608,0.0058308648954456055,128.84587966418658,0.01,2026-01-23T00:19:50.622609,1066095,1.7652759552001953,,0.0,3.25,0.009155,0.13538809
2662,50.0,300,0.011813870115050425,215.73522440592447,0.01,2026-01-23T00:19:51.507133,1066395,0.8664460182189941,,0.0,3.25,0.009155,0.13538809
2663,25.0,294,0.008092063354949157,260.27136020002695,0.01,2026-01-23T00:19:52.391208,1066689,0.8658249378204346,,0.0,3.25,0.00905,0.13457562
2664,175.0,428,0.005474332925153985,198.7469991639603,0.01,2026-01-23T00:19:53.696356,1067117,1.2872014045715332,,0.0,3.25,0.009085,0.13460578
2665,50.0,378,0.006191463892862789,197.7294199090255,0.01,2026-01-23T00:19:54.817589,1067495,1.1018226146697998,,0.0,3.25,0.009085,0.13460578
2666,50.0,313,0.004787161611602642,221.69588298182333,0.01,2026-01-23T00:19:55.763203,1067808,0.9273388385772705,,0.0,3.25,0.008985,0.13379283
2667,600.0,434,0.006984076124023308,149.56962628798053,0.01,2026-01-23T00:19:57.072208,1068242,1.2900147438049316,,0.0,3.25,0.009095,0.1346144
2668,50.0,390,0.0031142093372947877,203.33308919270834,0.01,2026-01-23T00:19:58.245856,1068632,1.155076503753662,,0.0,3.25,0.009005,0.13381016
2669,475.0,392,0.009966244379756971,115.80694279303917,0.01,2026-01-23T00:19:59.443211,1069024,1.178621530532837,,0.0,3.25,0.009005,0.13381016
2670,600.0,452,0.002106815898018381,137.66496631039513,0.01,2026-01-23T00:20:00.812821,1069476,1.351799488067627,,0.0,3.25,0.00903,0.13383184
2671,50.0,316,0.006108148467319552,215.17918014526367,0.01,2026-01-23T00:20:01.760593,1069792,0.9293828010559082,,0.0,3.25,0.00897,0.133049
2672,475.0,392,0.005198277777526528,113.7763869212224,0.01,2026-01-23T00:20:02.968792,1070184,1.1886241436004639,,0.0,3.25,0.00897,0.133049
2673,475.0,352,0.0066282600506811454,184.46377498081753,0.01,2026-01-23T00:20:04.025612,1070536,1.03910493850708,,0.0,3.25,0.00904,0.1338405
2674,475.0,348,0.010552960131058676,128.03023038591658,0.01,2026-01-23T00:20:05.061714,1070884,1.0186314582824707,,0.0,3.25,0.009055,0.1338535
2675,100.0,410,0.009320393452071585,250.4419998541111,0.01,2026-01-23T00:20:06.251658,1071294,1.172389030456543,,0.0,3.25,0.00903,0.13383184
2676,100.0,345,0.0035700478406129952,184.22561342575972,0.01,2026-01-23T00:20:07.262650,1071639,0.9933769702911377,,0.0,3.25,0.008935,0.1330185
2677,625.0,425,0.008975700342985378,138.6550226876902,0.01,2026-01-23T00:20:08.536239,1072064,1.2556562423706055,,0.0,3.25,0.00905,0.13384916
2678,475.0,602,0.01009582010253022,95.98630757331848,0.01,2026-01-23T00:20:10.298981,1072666,1.744347095489502,,0.0,3.25,0.00902,0.13382314
2679,575.0,448,0.010880763462575322,105.66968011591169,0.01,2026-01-23T00:20:11.652939,1073114,1.3358254432678223,,0.0,3.25,0.009135,0.13464883
2680,475.0,414,0.006256392599815237,117.86499126364545,0.01,2026-01-23T00:20:12.928936,1073528,1.258176565170288,,0.0,3.25,0.009145,0.13465743
2681,600.0,448,0.007322290420151231,128.46813977559407,0.01,2026-01-23T00:20:14.267506,1073976,1.3206772804260254,,0.0,3.25,0.00915,0.13466172
2682,475.0,483,0.01541774054931011,89.42134404182434,0.01,2026-01-23T00:20:15.651590,1074459,1.3667449951171875,,0.0,3.25,0.009215,0.13543941
2683,350.0,340,0.001974911942584988,207.31147743673887,0.01,2026-01-23T00:20:16.669985,1074799,1.0002918243408203,,0.0,3.25,0.009215,0.13543941
2684,475.0,522,0.006581363278975779,82.43352574222493,0.01,2026-01-23T00:20:18.225189,1075321,1.537161111831665,,0.0,3.25,0.009215,0.13543941
2685,600.0,450,0.012511272269131785,130.5441149711609,0.01,2026-01-23T00:20:19.570812,1075771,1.32639741897583,,0.0,3.25,0.00922,0.13544369
2686,475.0,465,0.0050033869376183366,89.5228967666626,0.01,2026-01-23T00:20:20.928972,1076236,1.3403162956237793,,0.0,3.25,0.00922,0.13544369
2687,0.0,318,0.005747262330260128,282.9714868068695,0.01,2026-01-23T00:20:21.897881,1076554,0.9505443572998047,,0.0,3.25,0.009125,0.13464019
2688,575.0,512,0.005879015601329649,109.73954516064887,0.01,2026-01-23T00:20:23.421572,1077066,1.504981517791748,,0.0,3.25,0.009145,0.13465743
2689,575.0,434,0.0038166307855308766,135.97905237175698,0.01,2026-01-23T00:20:24.753661,1077500,1.3132903575897217,,0.0,3.25,0.009165,0.13467461
2690,50.0,652,0.003726214939502604,226.34080956198952,0.01,2026-01-23T00:20:26.665919,1078152,1.8940842151641846,,0.0,3.25,0.00905,0.13384916
2691,50.0,395,0.0026572172297164797,205.7844034830729,0.01,2026-01-23T00:20:27.823005,1078547,1.1385433673858643,,0.0,3.25,0.00899,0.13317914
2692,475.0,798,0.006415573191770818,86.58941494263709,0.01,2026-01-23T00:20:30.190634,1079345,2.3499655723571777,,0.0,3.25,0.00885,0.13232224
